,release_date,primary_title,production_budget,domestic_gross,worldwide_gross
0,2009-12-18,Avatar,425000000.0,760507625.0,2776345279.0
1,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0
2,2019-06-07,Dark Phoenix,350000000.0,42762350.0,149762350.0
3,2015-05-01,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0
4,2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000.0,620181382.0,1316721747.0
5,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000.0,936662225.0,2053311220.0
6,2018-04-27,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0
7,2007-05-24,Pirates of the Caribbean: At Worldâs End,300000000.0,309420425.0,963420425.0
8,2017-11-17,Justice League,300000000.0,229024295.0,655945209.0
9,2015-11-06,Spectre,300000000.0,200074175.0,879620923.0
10,2012-07-20,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0
11,2018-05-25,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0
12,2013-07-02,The Lone Ranger,275000000.0,89302115.0,260002115.0
13,2012-03-09,John Carter,275000000.0,73058679.0,282778100.0
14,2010-11-24,Tangled,260000000.0,200821936.0,586477240.0
15,2007-05-04,Spider-Man 3,258000000.0,336530303.0,894860230.0
16,2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0
17,2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0
18,2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0
19,2009-07-15,Harry Potter and the Half-Blood Prince,250000000.0,302089278.0,935213767.0
20,2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0
21,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0
22,2017-04-14,The Fate of the Furious,250000000.0,225764765.0,1234846267.0
23,2006-06-28,Superman Returns,232000000.0,200120000.0,374085065.0
24,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0
25,2008-11-14,Quantum of Solace,230000000.0,169368427.0,591692078.0
26,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0
27,2006-07-07,Pirates of the Caribbean: Dead Manâs Chest,225000000.0,423315812.0,1066215812.0
28,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0
29,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000.0,141621490.0,417341288.0
30,2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0
31,2012-05-18,Battleship,220000000.0,65233400.0,313477717.0
32,2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0
33,2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0
34,2012-05-25,Men in Black 3,215000000.0,179020854.0,654213485.0
35,2009-06-24,Transformers: Revenge of the Fallen,210000000.0,402111870.0,836519699.0
36,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0
37,2006-05-26,X-Men: The Last Stand,210000000.0,234362462.0,459260946.0
38,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0
39,2005-12-14,King Kong,207000000.0,218080025.0,550517357.0
40,2007-12-07,The Golden Compass,205000000.0,70107728.0,367262558.0
41,2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0
42,1997-12-19,Titanic,200000000.0,659363944.0,2208208395.0
43,2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0
44,2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0
45,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0
46,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0
47,2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0
48,2017-05-05,Guardians of the Galaxy Vol 2,200000000.0,389813101.0,862316233.0
49,2004-06-30,Spider-Man 2,200000000.0,373524485.0,795110670.0
50,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0
51,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0
52,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0
53,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0
54,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0
55,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0
56,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0
57,2010-12-17,Tron: Legacy,200000000.0,172062763.0,400062763.0
58,2009-11-13,2012,200000000.0,166112167.0,757677748.0
59,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0
60,2009-05-21,Terminator Salvation,200000000.0,125322469.0,365491792.0
61,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0
62,2010-05-28,Prince of Persia: Sands of Time,200000000.0,90759676.0,336359676.0
63,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0
64,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0
65,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0
66,2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0
67,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0
68,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0
69,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0
70,2009-11-06,Disneyâs A Christmas Carol,190000000.0,137855863.0,315709697.0
71,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0
72,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0
73,2008-05-02,Iron Man,186000000.0,318604126.0,585171547.0
74,2008-07-18,The Dark Knight,185000000.0,533720947.0,1001996207.0
75,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,317101119.0,786635413.0
76,2012-06-22,Brave,185000000.0,237282182.0,554606532.0
77,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0
78,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0
79,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0
80,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0
81,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0
82,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,291710957.0,720539572.0
83,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0
84,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0
85,2008-06-27,WALL-E,180000000.0,223808164.0,532508025.0
86,2007-08-10,Rush Hour 3,180000000.0,140125968.0,256585882.0
87,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0
88,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0
89,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0
90,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0
91,2018-07-27,Mission: ImpossibleâFallout,178000000.0,220159104.0,787456552.0
92,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0
93,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0
94,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0
95,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0
96,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0
97,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0
98,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0
99,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0
100,2009-05-29,Up,175000000.0,293004164.0,731463377.0
101,2017-11-22,Coco,175000000.0,209726015.0,798008101.0
102,2018-11-21,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0
103,2009-03-27,Monsters vs. Aliens,175000000.0,198351526.0,381687380.0
104,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0
105,2009-08-07,G.I. Joe: The Rise of Cobra,175000000.0,150201498.0,302469017.0
106,1999-06-30,Wild Wild West,175000000.0,113805681.0,221229335.0
107,2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000.0,102491776.0,405760225.0
108,2007-06-22,Evan Almighty,175000000.0,100289690.0,174131329.0
109,1995-07-28,Waterworld,175000000.0,88246220.0,264246220.0
110,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0
111,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0
112,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0
113,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0
114,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0
115,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0
116,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0
117,2004-11-10,The Polar Express,170000000.0,187224605.0,311365187.0
118,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0
119,2003-07-01,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0
120,2004-05-07,Van Helsing,170000000.0,120150546.0,300150546.0
121,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0
122,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0
123,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0
124,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0
125,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0
126,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0
127,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0
128,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0
129,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0
130,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0
131,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0
132,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0
133,2011-07-29,Cowboys and Aliens,163000000.0,100368560.0,176038324.0
134,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0
135,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0
136,2007-05-17,Shrek the Third,160000000.0,322719944.0,807330936.0
137,2010-07-16,Inception,160000000.0,292576195.0,835524642.0
138,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0
139,2013-05-24,Fast and Furious 6,160000000.0,238679850.0,789300444.0
140,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0
141,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0
142,2008-12-25,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0
143,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0
144,2006-05-12,Poseidon,160000000.0,60674817.0,181674817.0
145,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0
146,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0
147,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0
148,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0
149,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0
150,2004-11-24,Alexander,155000000.0,34297191.0,167297191.0
151,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0
152,2001-05-25,Pearl Harbor,151500000.0,198539855.0,449239855.0
153,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0
154,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0
155,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0
156,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0
157,2007-07-11,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457.0
158,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794.0
159,2003-05-15,The Matrix Reloaded,150000000.0,281553689.0,738576929.0
160,2007-12-14,I am Legend,150000000.0,256393010.0,585532684.0
161,2016-11-23,Moana,150000000.0,248757044.0,637517365.0
162,2008-07-01,Hancock,150000000.0,227946274.0,624234272.0
163,2005-07-15,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0
164,2007-06-29,Ratatouille,150000000.0,206445654.0,626549695.0
165,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0
166,2005-06-15,Batman Begins,150000000.0,205343774.0,359142722.0
167,2015-07-31,Mission: ImpossibleâRogue Nation,150000000.0,195042377.0,688858992.0
168,2017-07-21,Dunkirk,150000000.0,190068280.0,499837368.0
169,2011-05-06,Thor,150000000.0,181030624.0,449326618.0
170,2008-11-07,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0
171,2009-05-01,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0
172,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000.0,177243721.0,402231063.0
173,2011-05-26,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0
174,2015-05-15,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0
175,2019-05-10,PokÃ©mon: Detective Pikachu,150000000.0,139507806.0,411258433.0
176,2003-11-05,The Matrix Revolutions,150000000.0,139270910.0,427300260.0
177,2018-03-29,Ready Player One,150000000.0,137690172.0,579290136.0
178,2005-11-04,Chicken Little,150000000.0,135386665.0,310043823.0
179,2006-05-05,Mission: Impossible III,150000000.0,133501348.0,397501348.0
180,2009-05-15,Angels & Demons,150000000.0,133375846.0,490875846.0
181,2004-05-14,Troy,150000000.0,133298577.0,484161265.0
182,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0
183,2007-11-02,Bee Movie,150000000.0,126631277.0,287594577.0
184,2009-07-24,G-Force,150000000.0,119436770.0,292817841.0
185,2008-11-21,Bolt,150000000.0,114053579.0,328015029.0
186,2012-03-30,Wrath of the Titans,150000000.0,83670083.0,305270083.0
187,2007-11-16,Beowulf,150000000.0,82280579.0,195080579.0
188,2012-05-11,Dark Shadows,150000000.0,79727149.0,238202668.0
189,2013-06-28,White House Down,150000000.0,73103784.0,205440387.0
190,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0
191,2017-02-17,The Great Wall,150000000.0,45157105.0,334486852.0
192,2015-10-09,Pan,150000000.0,35088320.0,151525973.0
193,2011-03-11,Mars Needs Moms,150000000.0,21392758.0,39549758.0
194,2020-12-31,Moonfall,150000000.0,0.0,0.0
195,2006-11-03,Flushed Away,149000000.0,64665672.0,179357126.0
196,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0
197,2011-12-16,Mission: ImpossibleâGhost Protocol,145000000.0,209397903.0,694713230.0
198,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0
199,1999-06-16,Tarzan,145000000.0,171091819.0,448191819.0
200,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0
201,2012-11-21,Rise of the Guardians,145000000.0,103412758.0,306900902.0
202,2005-04-08,Sahara,145000000.0,68671925.0,121671925.0
203,2016-07-15,Ghostbusters,144000000.0,128350574.0,229008658.0
204,2002-11-22,Die Another Day,142000000.0,160942139.0,431942139.0
205,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,305411224.0,634954103.0
206,2009-05-08,Star Trek,140000000.0,257730019.0,386839614.0
207,1998-07-01,Armageddon,140000000.0,201578182.0,554600000.0
208,2002-07-03,Men in Black 2,140000000.0,190418803.0,441767803.0
209,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0
210,2016-01-29,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0
211,1998-07-10,Lethal Weapon 4,140000000.0,130444603.0,285400000.0
212,2013-03-27,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0
213,2003-12-05,The Last Samurai,140000000.0,111110575.0,456810575.0
214,2005-12-21,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0
215,2014-12-12,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0
216,2016-07-01,The BFG,140000000.0,55483770.0,199646680.0
217,2016-02-26,Gods of Egypt,140000000.0,31153464.0,138836756.0
218,2002-05-03,Spider-Man,139000000.0,403706375.0,821706375.0
219,2009-03-06,Watchmen,138000000.0,107509799.0,186976250.0
220,2005-07-29,Stealth,138000000.0,32116746.0,76416746.0
221,2008-06-13,The Incredible Hulk,137500000.0,134806913.0,265573859.0
222,2003-06-20,Hulk,137000000.0,132177234.0,245075434.0
223,2001-07-11,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0
224,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737.0
225,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0
226,2015-12-25,The Revenant,135000000.0,183637894.0,532938302.0
227,1999-11-19,The World is Not Enough,135000000.0,126930660.0,361730660.0
228,2011-03-04,Rango,135000000.0,123477607.0,245724600.0
229,2003-11-14,Master and Commander: The Far Side of the World,135000000.0,93926386.0,212912137.0
230,2013-07-17,Turbo,135000000.0,83028130.0,286896578.0
231,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0
232,2011-11-18,Happy Feet Two,135000000.0,64006466.0,157956466.0
233,2006-07-28,Miami Vice,135000000.0,63478838.0,163818556.0
234,2018-11-02,The Nutcracker and the Four Realms,132900000.0,54858851.0,170293899.0
235,2005-06-29,War of the Worlds,132000000.0,234280354.0,606836535.0
236,2014-11-26,Penguins of Madagascar,132000000.0,83350911.0,366942531.0
237,2013-11-22,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0
238,2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000.0,249757726.0,796907323.0
239,2007-08-03,The Bourne Ultimatum,130000000.0,227471070.0,444043396.0
240,2018-07-06,Ant-Man and the Wasp,130000000.0,216648740.0,623144660.0
241,2008-06-06,Kung Fu Panda,130000000.0,215434591.0,631910531.0
242,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0
243,2015-03-27,Home,130000000.0,177397510.0,385997896.0
244,2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,341528518.0
245,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0
246,2010-11-05,Megamind,130000000.0,148415853.0,321887208.0
247,2003-07-18,Bad Boys II,130000000.0,138540870.0,273271982.0
248,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0
249,2010-07-23,Salt,130000000.0,118311368.0,290650494.0
250,2014-03-28,Noah,130000000.0,101200044.0,352831065.0
251,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0
252,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0
253,2008-11-26,Australia,130000000.0,49554002.0,215080810.0
254,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0
255,2019-02-22,How to Train Your Dragon: The Hidden World,129000000.0,160791800.0,519258283.0
256,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000.0,281287133.0,689420051.0
257,2000-05-19,Dinosaur,127500000.0,137748063.0,356148063.0
258,2017-03-03,Logan,127000000.0,226277068.0,615461394.0
259,2014-12-19,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0
260,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000.0,381193157.0,1341693157.0
261,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0
262,2001-11-16,Harry Potter and the Sorcererâs Stone,125000000.0,317871467.0,975047606.0
263,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000.0,296131568.0,960431568.0
264,2006-05-19,The Da Vinci Code,125000000.0,217536138.0,767820459.0
265,2003-05-02,X-Men 2,125000000.0,214949694.0,406875536.0
266,2011-04-29,Fast Five,125000000.0,210031325.0,630163454.0
267,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0
268,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0
269,2004-05-28,The Day After Tomorrow,125000000.0,186740799.0,556319450.0
270,2017-03-31,The Boss Baby,125000000.0,175003033.0,510878762.0
271,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0
272,2016-11-04,Trolls,125000000.0,153707064.0,344150134.0
273,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0
274,2012-06-08,Prometheus,125000000.0,126477084.0,402448265.0
275,2012-08-10,The Bourne Legacy,125000000.0,113203870.0,280355920.0
276,1997-06-20,Batman & Robin,125000000.0,107325195.0,238317814.0
277,2018-07-13,Skyscraper,125000000.0,68420120.0,304115534.0
278,2012-08-03,Total Recall,125000000.0,58877969.0,211856088.0
279,2016-12-21,Assassinâs Creed,125000000.0,54647948.0,240759682.0
280,2017-01-13,Monster Trucks,125000000.0,33370166.0,61642798.0
281,1999-08-27,The 13th Warrior,125000000.0,32698899.0,61698899.0
282,2000-11-17,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0
283,2000-05-24,Mission: Impossible 2,120000000.0,215409889.0,549588516.0
284,2000-06-30,The Perfect Storm,120000000.0,182618434.0,328711434.0
285,2016-07-29,Jason Bourne,120000000.0,162192920.0,416168316.0
286,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000.0,131921738.0,289480691.0
287,2012-11-21,Life of Pi,120000000.0,124987022.0,620912003.0
288,2007-02-16,Ghost Rider,120000000.0,115802596.0,229545589.0
289,2018-04-13,Rampage,120000000.0,101028233.0,428056280.0
290,2003-06-27,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0
291,2013-08-09,Elysium,120000000.0,93050117.0,286192091.0
292,2013-04-19,Oblivion,120000000.0,89107235.0,287916633.0
293,2017-03-24,Power Rangers,120000000.0,85364450.0,142531552.0
294,2002-07-19,Stuart Little 2,120000000.0,64956806.0,166000000.0
295,2014-02-12,RoboCop,120000000.0,58607007.0,242981799.0
296,2004-06-11,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0
297,2015-08-07,Fantastic Four,120000000.0,56117548.0,167849187.0
298,2008-05-09,Speed Racer,120000000.0,43945766.0,93394462.0
299,2005-07-22,The Island,120000000.0,35818913.0,163018913.0
300,2010-12-17,How Do You Know?,120000000.0,30212620.0,49628177.0
301,2010-06-23,Knight and Day,117000000.0,76423035.0,258751370.0
302,2018-10-05,Venom,116000000.0,213511408.0,853628605.0
303,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000.0,474544677.0,1027044677.0
304,2005-05-19,Star Wars Ep. III: Revenge of the Sith,115000000.0,380270577.0,848998877.0
305,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000.0,310676740.0,656695615.0
306,2001-11-02,"Monsters, Inc.",115000000.0,289423425.0,559757719.0
307,2013-07-26,The Wolverine,115000000.0,132556852.0,416456852.0
308,1997-02-07,Dante's Peak,115000000.0,67163857.0,178200000.0
309,2016-04-22,The Huntsman: Winterâs War,115000000.0,48003015.0,165149302.0
310,2002-06-14,Windtalkers,115000000.0,40914068.0,77628265.0
311,2008-07-04,AstÃ©rix aux Jeux Olympiques,113500000.0,999811.0,132999811.0
312,2010-12-25,Gulliver's Travels,112000000.0,42779261.0,232017848.0
313,2017-12-15,Ferdinand,111000000.0,84410380.0,289847930.0
314,2018-05-18,Deadpool 2,110000000.0,324591735.0,786680557.0
315,2013-10-04,Gravity,110000000.0,274092705.0,693698673.0
316,2006-12-22,Night at the Museum,110000000.0,250863268.0,579446407.0
317,2005-06-10,Mr. and Mrs. Smith,110000000.0,186336279.0,486124090.0
318,2015-05-29,San Andreas,110000000.0,155190832.0,456258539.0
319,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0
320,2007-06-27,Live Free or Die Hard,110000000.0,134529403.0,382288147.0
321,2015-03-20,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0
322,2004-12-10,Ocean's Twelve,110000000.0,125531634.0,362989076.0
323,1997-12-19,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0
324,2000-06-28,The Patriot,110000000.0,113330342.0,215300000.0
325,2014-03-07,300: Rise of an Empire,110000000.0,106580051.0,330780051.0
326,2004-12-17,The Aviator,110000000.0,102608827.0,208370892.0
327,2016-12-21,Passengers,110000000.0,100014699.0,302239672.0
328,2011-01-14,The Green Hornet,110000000.0,98780042.0,229155503.0
329,2016-09-30,Miss Peregrineâs Home for Peculiar Children,110000000.0,87242834.0,295986876.0
330,2011-10-07,Real Steel,110000000.0,85463309.0,263880341.0
331,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0
332,2013-07-31,The Smurfs 2,110000000.0,71017784.0,348547523.0
333,2016-03-18,The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0
334,2009-06-12,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0
335,2013-11-01,Ender's Game,110000000.0,61737191.0,127983283.0
336,2004-04-02,Home on the Range,110000000.0,50026353.0,76482461.0
337,1997-06-13,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0
338,2005-05-06,Kingdom of Heaven,110000000.0,47398413.0,218853353.0
339,2017-03-31,Ghost in the Shell,110000000.0,40563557.0,167910690.0
340,2004-06-16,Around the World in 80 Days,110000000.0,24004159.0,72004159.0
341,2019-06-14,Men in Black: International,110000000.0,3100000.0,3100000.0
342,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,109000000.0,315544750.0,887210985.0
343,2003-11-21,The Cat in the Hat,109000000.0,101018283.0,133818283.0
344,2001-12-25,Ali,109000000.0,58183966.0,87683966.0
345,2015-10-02,The Martian,108000000.0,228433663.0,655271443.0
346,2016-11-23,Allied,106000000.0,40098064.0,119266661.0
347,2004-07-16,"I, Robot",105000000.0,144801023.0,348629585.0
348,1999-12-17,Stuart Little,105000000.0,140015224.0,298815224.0
349,2009-11-25,The Princess and the Frog,105000000.0,104400899.0,270997378.0
350,2008-03-07,"10,000 B.C.",105000000.0,94784201.0,269065678.0
351,2016-07-22,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0
352,2001-04-27,Town & Country,105000000.0,6712451.0,10364769.0
353,2017-09-22,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0
354,2000-06-09,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0
355,2000-05-05,Gladiator,103000000.0,187683805.0,457683805.0
356,2013-05-23,The Hangover 3,103000000.0,112200072.0,362000072.0
357,2018-03-09,A Wrinkle in Time,103000000.0,100478608.0,133401882.0
358,2009-07-01,Public Enemies,102500000.0,97104620.0,212282709.0
359,2006-11-17,Casino Royale,102000000.0,167365000.0,594420283.0
360,2002-06-21,Minority Report,102000000.0,132024714.0,358824714.0
361,2018-12-21,Bumblebee,102000000.0,127195589.0,465195589.0
362,2012-10-26,Cloud Atlas,102000000.0,27108272.0,130673154.0
363,2002-11-15,Harry Potter and the Chamber of Secrets,100000000.0,262233381.0,879225135.0
364,1991-07-02,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0
365,1995-06-16,Batman Forever,100000000.0,184031112.0,336529144.0
366,2001-07-27,Planet of the Apes,100000000.0,180011740.0,362211740.0
367,2004-11-19,National Treasure,100000000.0,173005002.0,331323410.0
368,2012-12-25,Django Unchained,100000000.0,162805434.0,449948323.0
369,2010-12-22,Little Fockers,100000000.0,148438600.0,310650574.0
370,1994-07-15,True Lies,100000000.0,146282411.0,365300000.0
371,2007-11-02,American Gangster,100000000.0,130164645.0,267985456.0
372,2009-09-18,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0
373,2010-08-06,The Other Guys,100000000.0,119219978.0,170936470.0
